area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Linguagens,H7,"Texto sobre a língua espanhola, com a função de apontar que as variedades do espanhol têm igual relevância linguística e cultural.",560.4,LC,550-650,variedades do espanhol,0.7473,língua espanhola,0.9533,língua espanhola,0.9179,,,língua espanhola,0.9544,,,"variedades do espanhol, língua espanhola, língua espanhola, língua espanhola"
Linguagens,H7,"Campanha sobre acessibilidade, com a exploração do tema destacando a importância de eliminar os obstáculos para cadeirantes.",574.5,LC,550-650,"acessibilidade, obstáculos para cadeirantes","0.633, 0.3051",acessibilidade,0.9522,acessibilidade,0.9351,eliminar os obstáculos para cadeirantes,0.9933,exploração do tema,0.8162,eliminar os obstáculos para cadeirantes,0.9446,"acessibilidade, obstáculos para cadeirantes, acessibilidade, acessibilidade, eliminar os obstáculos para cadeirantes, exploração do tema, eliminar os obstáculos para cadeirantes"
Linguagens,H7,"Canção ""Pablo Pueblo"", com o título e a letra revelando uma crítica social ao contrapor a individualidade a uma estrutura social marcada pela decepção.",590.7,LC,550-650,"estrutura social, crítica social","0.7102, 0.5742","crítica social, estrutura social","0.9713, 0.4448","crítica social, estrutura social","0.9654, 0.5334",contrapor a individualidade,0.6167,Pablo Pueblo,0.9273,contrapor a individualidade,0.4131,"estrutura social, crítica social, crítica social, estrutura social, crítica social, estrutura social, contrapor a individualidade, Pablo Pueblo, contrapor a individualidade"
Linguagens,H7,"Grafite poético, com o verbo ""poner"" sendo usado com duplo sentido (vestir/início de ação).",592.8,LC,550-650,"duplo sentido, início de ação","0.9245, 0.5197",Grafite poético,0.994,Grafite poético,0.9875,"início de ação, duplo sentido","0.9711, 0.3397",Grafite poético,0.8304,início de ação,0.754,"duplo sentido, início de ação, Grafite poético, Grafite poético, início de ação, duplo sentido, Grafite poético, início de ação"
Linguagens,H7,"Disputa sobre as Ilhas Malvinas, com o autor apoiando a Argentina ao argumentar que o princípio de autodeterminação não se aplica.",605.8,LC,550-650,autodeterminação,0.9811,Ilhas Malvinas,0.8702,Ilhas Malvinas,0.7679,autodeterminação,0.454,Ilhas Malvinas,0.8114,,,"autodeterminação, Ilhas Malvinas, Ilhas Malvinas, autodeterminação, Ilhas Malvinas"
Linguagens,H7,"Poema de Shirley Campbell Barr, com a repetição de advérbios para enfatizar a identidade da mulher negra.",634.8,LC,550-650,"repetição de advérbios, identidade da mulher negra","0.8624, 0.4445",identidade da mulher negra,0.4976,identidade da mulher negra,0.572,"repetição de advérbios, enfatizar a identidade da mulher negra","0.9243, 0.3773",Shirley Campbell Barr,0.9678,enfatizar a identidade da mulher negra,0.6801,"repetição de advérbios, identidade da mulher negra, identidade da mulher negra, identidade da mulher negra, repetição de advérbios, enfatizar a identidade da mulher negra, Shirley Campbell Barr, enfatizar a identidade da mulher negra"
Linguagens,H7,"Poema de Rafael Barret sobre o Paraguai, revelando um desalento frente às adversidades naturais.",654.9,LC,650-750,adversidades naturais,0.9833,,,adversidades naturais,0.6701,adversidades naturais,0.8105,,,,,"adversidades naturais, adversidades naturais, adversidades naturais"
Linguagens,H7,"Texto sobre intelectuais e compromisso, com o autor mostrando que o compromisso ideológico se reflete em suas obras.",665.7,LC,650-750,compromisso ideológico,0.9503,,,,,se reflete em suas obras,0.5211,,,,,"compromisso ideológico, se reflete em suas obras"
Linguagens,H7,"Poema sobre a identidade da mulher negra, usando advérbios para enfatizar características e atitudes.",698.5,LC,650-750,identidade da mulher negra,0.3727,identidade da mulher negra,0.6181,identidade da mulher negra,0.6199,enfatizar características e atitudes,0.9522,identidade da mulher negra,0.8704,enfatizar características e atitudes,0.8965,"identidade da mulher negra, identidade da mulher negra, identidade da mulher negra, enfatizar características e atitudes, identidade da mulher negra, enfatizar características e atitudes"
Linguagens,H8,"Canção sobre imigrante mexicano, com o dilema sendo o distanciamento dos filhos pela apropriação da cultura do outro.",538.1,LC,450-550,"distanciamento dos filhos, apropriação da cultura do outro","0.7493, 0.4494",imigrante mexicano,0.4214,,,"apropriação da cultura do outro, distanciamento dos filhos","0.9481, 0.6997",imigrante mexicano,0.9962,,,"distanciamento dos filhos, apropriação da cultura do outro, imigrante mexicano, apropriação da cultura do outro, distanciamento dos filhos, imigrante mexicano"
Linguagens,H8,"Poema sobre empanadas, com o escritor enaltecendo esse prato da culinária hispânica.",548.1,LC,450-550,culinária hispânica,0.8881,culinária hispânica,0.9685,culinária hispânica,0.9787,enaltecendo esse prato da culinária hispânica,0.5926,Poema sobre empanadas,0.3395,enaltecendo esse prato da culinária hispânica,0.4658,"culinária hispânica, culinária hispânica, culinária hispânica, enaltecendo esse prato da culinária hispânica, Poema sobre empanadas, enaltecendo esse prato da culinária hispânica"
Linguagens,H8,"Legendas em filmes, com a falta de legendas para o espanhol revelando assimetria no tratamento da diversidade linguística nos EUA.",549.7,LC,450-550,diversidade linguística,0.6366,Legendas em filmes,0.8888,Legendas em filmes,0.8767,tratamento da diversidade linguística nos EUA,0.8029,,,,,"diversidade linguística, Legendas em filmes, Legendas em filmes, tratamento da diversidade linguística nos EUA"
Linguagens,H8,"Poema sobre a culinária espanhola, com a gastronomia como representação da identidade cultural de um povo.",551.6,LC,550-650,identidade cultural,0.7973,culinária espanhola,0.9223,culinária espanhola,0.882,,,culinária espanhola,0.9123,,,"identidade cultural, culinária espanhola, culinária espanhola, culinária espanhola"
Linguagens,H8,"Cantiga de ninar (""Duerme negrito""), problematizando a questão da precariedade das relações de trabalho no campo.",567.7,LC,550-650,precariedade das relações de trabalho,0.9099,precariedade das relações de trabalho,0.3405,precariedade das relações de trabalho,0.6542,Duerme negrito,0.4611,Cantiga de ninar,0.8237,Duerme negrito,0.8043,"precariedade das relações de trabalho, precariedade das relações de trabalho, precariedade das relações de trabalho, Duerme negrito, Cantiga de ninar, Duerme negrito"
Linguagens,H8,"Poema sobre expropriação de territórios mexicanos, com o eu lírico revelando um sentimento de conflito de identidades.",568.1,LC,550-650,"conflito de identidades, expropriação de territórios mexicanos","0.7612, 0.4309",territórios mexicanos,0.7877,territórios mexicanos,0.7006,"expropriação de territórios mexicanos, conflito de identidades","0.8115, 0.3217",territórios mexicanos,0.8659,,,"conflito de identidades, expropriação de territórios mexicanos, territórios mexicanos, territórios mexicanos, expropriação de territórios mexicanos, conflito de identidades, territórios mexicanos"
Linguagens,H8,"Conto de Monterroso, mostrando que os conhecimentos acadêmicos do frei foram insuficientes para salvá-lo, ante a sabedoria maia.",577.9,LC,550-650,"conhecimentos acadêmicos do frei, sabedoria maia","0.8933, 0.5014",Conto de Monterroso,0.882,Conto de Monterroso,0.7812,sabedoria maia,0.7298,Conto de Monterroso,0.9779,sabedoria maia,0.3492,"conhecimentos acadêmicos do frei, sabedoria maia, Conto de Monterroso, Conto de Monterroso, sabedoria maia, Conto de Monterroso, sabedoria maia"
Linguagens,H8,"Poema de Manuel Machado, com o poeta refletindo sobre sua formação identitária plural.",579.3,LC,550-650,formação identitária plural,0.9716,Manuel Machado,0.7103,Manuel Machado,0.6032,formação identitária plural,0.9242,Manuel Machado,0.8902,,,"formação identitária plural, Manuel Machado, Manuel Machado, formação identitária plural, Manuel Machado"
Linguagens,H8,"Romance sobre a experiência de uma uruguaia no México, com ela refletindo sobre a variação linguística do espanhol.",612.8,LC,550-650,variação linguística do espanhol,0.8157,,,variação linguística,0.5246,variação linguística do espanhol,0.4152,,,,,"variação linguística do espanhol, variação linguística, variação linguística do espanhol"
Linguagens,H8,"Poema mexicano, com a cultura do país caracterizada pela crença na relevância dos sonhos como premonições.",616.1,LC,550-650,relevância dos sonhos,0.4654,"cultura do país, Poema mexicano","0.9524, 0.3014",cultura do país,0.9233,crença na relevância dos sonhos como premonições,0.7403,"cultura do país, Poema mexicano","0.9004, 0.8372",crença na relevância dos sonhos como premonições,0.3492,"relevância dos sonhos, cultura do país, Poema mexicano, cultura do país, crença na relevância dos sonhos como premonições, cultura do país, Poema mexicano, crença na relevância dos sonhos como premonições"
Linguagens,H8,"Texto de Galeano sobre a palavra ""amigo"", mostrando que seu significado varia em função do papel da amizade em diferentes contextos.",697.8,LC,650-750,,,Texto de Galeano,0.6102,Texto de Galeano,0.5485,,,"diferentes contextos, Texto de Galeano","0.4461, 0.4132",,,"Texto de Galeano, Texto de Galeano, diferentes contextos, Texto de Galeano"
Linguagens,H2,"Campanha sobre gripe suína, orientando a população sobre os sintomas e procedimentos.",240.2,LC,200-450,,,gripe suína,0.8652,gripe suína,0.7968,orientando a população sobre os sintomas e procedimentos,0.6807,gripe suína,0.9775,orientando a população,0.6516,"gripe suína, gripe suína, orientando a população sobre os sintomas e procedimentos, gripe suína, orientando a população"
Linguagens,H10,"Conceito de aptidão física, como a capacidade de executar atividades do dia a dia com vigor.",343.2,LC,200-450,aptidão física,0.9656,aptidão física,0.9079,aptidão física,0.9611,executar atividades do dia a dia com vigor,0.8577,aptidão física,0.3427,executar atividades do dia a dia com vigor,0.8278,"aptidão física, aptidão física, aptidão física, executar atividades do dia a dia com vigor, aptidão física, executar atividades do dia a dia com vigor"
Linguagens,H22,"Comparação de textos sobre plástico, com um apresentando suas vantagens e o outro os problemas ambientais.",351.7,LC,200-450,problemas ambientais,0.7858,,,problemas ambientais,0.464,"Comparação de textos, problemas ambientais","0.7106, 0.4391",problemas ambientais,0.3172,Comparação de textos,0.7803,"problemas ambientais, problemas ambientais, Comparação de textos, problemas ambientais, problemas ambientais, Comparação de textos"
Linguagens,H30,"Tecnologias da informação e comunicação (TICs), que contribuem para o desenvolvimento social e disseminação do conhecimento.",434.8,LC,200-450,"disseminação do conhecimento, desenvolvimento social, Tecnologias da informação e comunicação","0.5481, 0.5136, 0.4921",Tecnologias da informação e comunicação,0.9497,Tecnologias da informação e comunicação,0.9505,"disseminação do conhecimento, desenvolvimento social","0.9945, 0.9525","desenvolvimento social, Tecnologias da informação e comunicação","0.5951, 0.3959",disseminação do conhecimento,0.8121,"disseminação do conhecimento, desenvolvimento social, Tecnologias da informação e comunicação, Tecnologias da informação e comunicação, Tecnologias da informação e comunicação, disseminação do conhecimento, desenvolvimento social, desenvolvimento social, Tecnologias da informação e comunicação, disseminação do conhecimento"
Linguagens,H21,"Teste on-line sobre comportamento, propondo mudanças de hábitos para quem reserva mais tempo aos sites do que ao convívio pessoal.",442.7,LC,200-450,"mudanças de hábitos, convívio pessoal","0.4773, 0.3374",,,,,mudanças de hábitos,0.9111,Teste on-line,0.7835,Teste on-line,0.4419,"mudanças de hábitos, convívio pessoal, mudanças de hábitos, Teste on-line, Teste on-line"
Linguagens,H21,"Campanha sobre consumo consciente, induzindo o leitor a uma mudança de comportamento pela verificação de selos de certificação.",450.3,LC,450-550,"verificação de selos de certificação, consumo consciente","0.7193, 0.4943",consumo consciente,0.9961,consumo consciente,0.9922,"verificação de selos de certificação, mudança de comportamento","0.9732, 0.9059",consumo consciente,0.8251,"verificação de selos de certificação, mudança de comportamento","0.5467, 0.469","verificação de selos de certificação, consumo consciente, consumo consciente, consumo consciente, verificação de selos de certificação, mudança de comportamento, consumo consciente, verificação de selos de certificação, mudança de comportamento"
Linguagens,H12,"Gênero dramático, com o texto cênico podendo originar-se dos mais variados gêneros.",457.6,LC,450-550,"Gênero dramático, texto cênico","0.7248, 0.5308","Gênero dramático, texto cênico","0.9715, 0.3872","Gênero dramático, texto cênico","0.9684, 0.358",originar-se dos mais variados gêneros,0.971,texto cênico,0.9152,originar-se dos mais variados gêneros,0.301,"Gênero dramático, texto cênico, Gênero dramático, texto cênico, Gênero dramático, texto cênico, originar-se dos mais variados gêneros, texto cênico, originar-se dos mais variados gêneros"
Linguagens,H19,"Quadrinhos, com o principal objetivo do entrevistado sendo evidenciar seu sentimento em relação ao processo de produção do livro (função emotiva).",475.4,LC,450-550,"função emotiva, processo de produção do livro","0.9342, 0.8331",,,,,"função emotiva, processo de produção do livro","0.9316, 0.834",,,evidenciar seu sentimento,0.522,"função emotiva, processo de produção do livro, função emotiva, processo de produção do livro, evidenciar seu sentimento"
Linguagens,H14,"Dança Xavante, com sua diversidade e tradição originando-se da preservação de uma identidade entre gestualidade ancestral e novidade dos cantos.",478.4,LC,450-550,"novidade dos cantos, gestualidade ancestral","0.8407, 0.7359","gestualidade ancestral, Dança Xavante","0.6476, 0.6285","gestualidade ancestral, Dança Xavante","0.7405, 0.5517","novidade dos cantos, preservação de uma identidade","0.9377, 0.5092",Dança Xavante,0.9739,preservação de uma identidade,0.4344,"novidade dos cantos, gestualidade ancestral, gestualidade ancestral, Dança Xavante, gestualidade ancestral, Dança Xavante, novidade dos cantos, preservação de uma identidade, Dança Xavante, preservação de uma identidade"
Linguagens,H26,"Variação linguística (formal vs. informal), com a mudança na fala da gerente devido à adequação à conversa com um amigo.",482.7,LC,450-550,"Variação linguística, adequação à conversa com um amigo","0.9457, 0.3699",Variação linguística,0.9648,Variação linguística,0.9769,"adequação à conversa com um amigo, mudança na fala da gerente","0.955, 0.7675",fala da gerente,0.3882,"adequação à conversa com um amigo, mudança na fala da gerente","0.6327, 0.3789","Variação linguística, adequação à conversa com um amigo, Variação linguística, Variação linguística, adequação à conversa com um amigo, mudança na fala da gerente, fala da gerente, adequação à conversa com um amigo, mudança na fala da gerente"
Linguagens,H23,"Propaganda de combate à dengue, com o objetivo de conclamar toda a população a participar das estratégias.",500.4,LC,450-550,conclamar toda a população,0.4536,combate à dengue,0.8138,combate à dengue,0.7705,"participar das estratégias, conclamar toda a população","0.9425, 0.8152",combate à dengue,0.9626,"conclamar toda a população, participar das estratégias","0.6521, 0.554","conclamar toda a população, combate à dengue, combate à dengue, participar das estratégias, conclamar toda a população, combate à dengue, conclamar toda a população, participar das estratégias"
Linguagens,H29,"Hipertexto, mudando a noção de autoria porque o leitor constrói a versão final do texto.",503.8,LC,450-550,versão final do texto,0.673,,,,,mudando a noção de autoria,0.9433,,,"mudando a noção de autoria, constrói a versão final do texto","0.3844, 0.3307","versão final do texto, mudando a noção de autoria, mudando a noção de autoria, constrói a versão final do texto"
Linguagens,H16,"Conto ""A Partida"", com o sentimento contraditório expresso na hesitação ""Deveria fugir ou falar com ela?"".",508.8,LC,450-550,sentimento contraditório,0.5031,A Partida,0.3893,A Partida,0.3593,Deveria fugir ou falar com ela?,0.7244,A Partida,0.761,,,"sentimento contraditório, A Partida, A Partida, Deveria fugir ou falar com ela?, A Partida"
Linguagens,H12,"Comparação entre pintura (Eckhout) e texto (Caminha), com ambos representando o habitante das terras que sofreriam colonização.",512.6,LC,450-550,,,,,,,colonização,0.9546,habitante das terras,0.3242,Comparação,0.894,"colonização, habitante das terras, Comparação"
Linguagens,H3,"Portal Domínio Público, democratizando a informação ao disponibilizar conteúdo cultural e científico.",516.1,LC,450-550,conteúdo cultural e científico,0.6321,Portal Domínio Público,0.8166,Portal Domínio Público,0.7662,"democratizando a informação, disponibilizar conteúdo cultural e científico","0.9129, 0.447",Portal Domínio Público,0.975,democratizando a informação,0.7395,"conteúdo cultural e científico, Portal Domínio Público, Portal Domínio Público, democratizando a informação, disponibilizar conteúdo cultural e científico, Portal Domínio Público, democratizando a informação"
Linguagens,H19,"Poema de Manuel Bandeira, com predomínio da função poética pela elaboração especial e artística da estrutura.",534.0,LC,450-550,"artística da estrutura, função poética, elaboração especial","0.7572, 0.6584, 0.5466","artística da estrutura, Poema de Manuel Bandeira","0.5605, 0.4789","artística da estrutura, Poema de Manuel Bandeira","0.7089, 0.3751",elaboração especial,0.8545,Poema de Manuel Bandeira,0.9075,elaboração especial,0.5348,"artística da estrutura, função poética, elaboração especial, artística da estrutura, Poema de Manuel Bandeira, artística da estrutura, Poema de Manuel Bandeira, elaboração especial, Poema de Manuel Bandeira, elaboração especial"
Linguagens,H13,"Representação de grupos musicais, com a figura 1 mostrando um grupo de chorinho.",535.1,LC,450-550,grupos musicais,0.4816,grupos musicais,0.978,grupos musicais,0.9699,"Representação de grupos musicais, mostrando um grupo de chorinho","0.7174, 0.4726","grupos musicais, grupo de chorinho","0.3739, 0.3226",Representação de grupos musicais,0.8778,"grupos musicais, grupos musicais, grupos musicais, Representação de grupos musicais, mostrando um grupo de chorinho, grupos musicais, grupo de chorinho, Representação de grupos musicais"
Linguagens,H12,"Texto de Bertolt Brecht (""Se os tubarões fossem homens""), questionando a organização das sociedades capitalistas.",542.1,LC,450-550,sociedades capitalistas,0.8128,sociedades capitalistas,0.9686,sociedades capitalistas,0.9731,organização das sociedades capitalistas,0.8103,Bertolt Brecht,0.9695,,,"sociedades capitalistas, sociedades capitalistas, sociedades capitalistas, organização das sociedades capitalistas, Bertolt Brecht"
Linguagens,H3,"Texto híbrido (carta e publicidade), com a necessidade de atingir públicos distintos se revelando na estratégia de disponibilização de informações.",550.5,LC,550-650,"disponibilização de informações, Texto híbrido","0.7068, 0.334","Texto híbrido, carta e publicidade","0.5359, 0.4913","Texto híbrido, carta e publicidade","0.5412, 0.4557","disponibilização de informações, atingir públicos distintos","0.9292, 0.3965","Texto híbrido, carta e publicidade","0.7832, 0.4275",atingir públicos distintos,0.8603,"disponibilização de informações, Texto híbrido, Texto híbrido, carta e publicidade, Texto híbrido, carta e publicidade, disponibilização de informações, atingir públicos distintos, Texto híbrido, carta e publicidade, atingir públicos distintos"
Linguagens,H22,"Comparação de textos sobre a norma da língua, com o primeiro pregando a rigidez e o segundo defendendo a adequação ao padrão atual brasileiro.",567.6,LC,550-650,"adequação ao padrão atual brasileiro, norma da língua","0.6776, 0.3605",norma da língua,0.992,norma da língua,0.9882,"adequação ao padrão atual brasileiro, Comparação de textos","0.7413, 0.6778","atual brasileiro, norma da língua","0.8752, 0.34",Comparação de textos,0.9823,"adequação ao padrão atual brasileiro, norma da língua, norma da língua, norma da língua, adequação ao padrão atual brasileiro, Comparação de textos, atual brasileiro, norma da língua, Comparação de textos"
Linguagens,H14,"Teatro do Oprimido, com a linguagem teatral podendo ser democratizada e apropriada pelo cidadão comum para autonomia crítica.",581.6,LC,550-650,"autonomia crítica, linguagem teatral","0.9689, 0.4404","linguagem teatral, autonomia crítica","0.7444, 0.3124","autonomia crítica, linguagem teatral","0.718, 0.7138","autonomia crítica, apropriada pelo cidadão comum","0.7655, 0.7117",Teatro do Oprimido,0.993,,,"autonomia crítica, linguagem teatral, linguagem teatral, autonomia crítica, autonomia crítica, linguagem teatral, autonomia crítica, apropriada pelo cidadão comum, Teatro do Oprimido"
Linguagens,H17,"Romance regionalista, com o do Nordeste caracterizado pelo realismo, temário local e ponto de vista dos menos favorecidos.",590.6,LC,550-650,"ponto de vista dos menos favorecidos, temário local","0.8345, 0.3577",Romance regionalista,0.994,Romance regionalista,0.9883,ponto de vista dos menos favorecidos,0.8189,Romance regionalista,0.9452,ponto de vista dos menos favorecidos,0.6035,"ponto de vista dos menos favorecidos, temário local, Romance regionalista, Romance regionalista, ponto de vista dos menos favorecidos, Romance regionalista, ponto de vista dos menos favorecidos"
Linguagens,H25,"Tirinha de Hagar, com a linguagem revelando o caráter coloquial expresso pelo uso do tempo verbal.",591.6,LC,550-650,"uso do tempo verbal, caráter coloquial expresso","0.8079, 0.6076",,,,,uso do tempo verbal,0.9962,"Tirinha de Hagar, com a linguagem",0.7397,revelando o caráter coloquial expresso,0.3422,"uso do tempo verbal, caráter coloquial expresso, uso do tempo verbal, Tirinha de Hagar, com a linguagem, revelando o caráter coloquial expresso"
Linguagens,H16,"Figura de linguagem (oximoro), encontrada nos versos ""E me deixa viver / nessa que morre"".",596.9,LC,550-650,Figura de linguagem,0.3577,,,,,,,encontrada nos versos,0.5178,,,"Figura de linguagem, encontrada nos versos"
Linguagens,H23,"Discurso de Marcos Terena, com o ouvinte/leitor pertencendo a um grupo de brasileiros considerados não-índios.",614.1,LC,550-650,Marcos Terena,0.6889,Marcos Terena,0.8851,Marcos Terena,0.8726,,,"Marcos Terena, grupo de brasileiros","0.5696, 0.3299",,,"Marcos Terena, Marcos Terena, Marcos Terena, Marcos Terena, grupo de brasileiros"
Linguagens,H15,"Poesia Simbolista (Cruz e Sousa), com o refinamento estético da forma e o tratamento metafísico de temas universais.",616.0,LC,550-650,"refinamento estético da forma, tratamento metafísico de temas universais","0.8848, 0.8022",Poesia Simbolista,0.996,Poesia Simbolista,0.9931,"tratamento metafísico de temas universais, refinamento estético da forma","0.9352, 0.8076",Poesia Simbolista,0.311,tratamento metafísico de temas universais,0.4561,"refinamento estético da forma, tratamento metafísico de temas universais, Poesia Simbolista, Poesia Simbolista, tratamento metafísico de temas universais, refinamento estético da forma, Poesia Simbolista, tratamento metafísico de temas universais"
Linguagens,H4,"Anúncio publicitário, com a crítica sobre o uso da linguagem enfatizando a necessidade de dominar as variedades do registro oral para escrever bem.",616.3,LC,550-650,variedades do registro oral,0.8416,"Anúncio publicitário, uso da linguagem","0.8998, 0.8376","Anúncio publicitário, uso da linguagem","0.831, 0.8212","escrever bem, dominar as variedades do registro oral","0.991, 0.6841",Anúncio publicitário,0.9931,"escrever bem, dominar as variedades do registro oral","0.9445, 0.3897","variedades do registro oral, Anúncio publicitário, uso da linguagem, Anúncio publicitário, uso da linguagem, escrever bem, dominar as variedades do registro oral, Anúncio publicitário, escrever bem, dominar as variedades do registro oral"
Linguagens,H20,"Canção ""Cuitelinho"", mostrando a importância da preservação da produção cultural para a formação da identidade nacional pela tradição oral.",621.8,LC,550-650,preservação da produção cultural,0.779,"produção cultural, tradição oral","0.8779, 0.6748","produção cultural, tradição oral","0.9042, 0.4579","formação da identidade nacional, preservação da produção cultural","0.9694, 0.6484",tradição oral,0.9942,"preservação da produção cultural, formação da identidade nacional","0.6365, 0.583","preservação da produção cultural, produção cultural, tradição oral, produção cultural, tradição oral, formação da identidade nacional, preservação da produção cultural, tradição oral, preservação da produção cultural, formação da identidade nacional"
Linguagens,H11,"Corpolatria, como uma religião pelo avesso, onde a busca da felicidade implica o culto ao prazer.",631.6,LC,550-650,"culto ao prazer, felicidade","0.645, 0.3731",,,,,"culto ao prazer, busca da felicidade","0.9553, 0.3303",religião pelo avesso,0.6214,culto ao prazer,0.4887,"culto ao prazer, felicidade, culto ao prazer, busca da felicidade, religião pelo avesso, culto ao prazer"
Linguagens,H16,"Novela de Raduan Nassar (""Um Copo de Cólera""), evidenciando uma crítica à sociedade por meio de fluxo verbal contínuo e agressivo.",632.1,LC,550-650,fluxo verbal contínuo,0.5404,,,,,fluxo verbal contínuo e agressivo,0.8019,Raduan Nassar,0.9663,,,"fluxo verbal contínuo, fluxo verbal contínuo e agressivo, Raduan Nassar"
Linguagens,H21,"Campanha de vacinação, com o emprego de pronomes como ""você"" e ""sua"" e o uso do imperativo para adesão.",636.5,LC,550-650,imperativo para adesão,0.5591,Campanha de vacinação,0.9949,Campanha de vacinação,0.9878,uso do imperativo para adesão,0.8516,Campanha de vacinação,0.9814,uso do imperativo para adesão,0.7538,"imperativo para adesão, Campanha de vacinação, Campanha de vacinação, uso do imperativo para adesão, Campanha de vacinação, uso do imperativo para adesão"
Linguagens,H15,"Novela de Raduan Nassar, com o discurso desmistificador que critica os grandes princípios humanitários.",637.4,LC,550-650,discurso desmistificador,0.647,"princípios humanitários, Raduan Nassar","0.4304, 0.3295",princípios humanitários,0.4708,critica os grandes princípios humanitários,0.8861,Raduan Nassar,0.9702,critica os grandes princípios humanitários,0.8215,"discurso desmistificador, princípios humanitários, Raduan Nassar, princípios humanitários, critica os grandes princípios humanitários, Raduan Nassar, critica os grandes princípios humanitários"
Linguagens,H24,"Campanha contra sacolas plásticas, apelando à emoção do leitor ao mencionar a morte de animais.",638.7,LC,550-650,"sacolas plásticas, morte de animais","0.8848, 0.7545",sacolas plásticas,0.8533,sacolas plásticas,0.8759,morte de animais,0.9947,Campanha contra sacolas plásticas,0.9212,apelando à emoção do leitor,0.5271,"sacolas plásticas, morte de animais, sacolas plásticas, sacolas plásticas, morte de animais, Campanha contra sacolas plásticas, apelando à emoção do leitor"
Linguagens,H25,"Letra de canção de Lobão, com o autor explorando o extrato sonoro e termos coloquiais em ""lobo-bolo // Tipo pra rimar com ouro de tolo?"".",639.5,LC,550-650,"extrato sonoro, termos coloquiais, ouro de tolo","0.9331, 0.6335, 0.6157",canção de Lobão,0.7372,canção de Lobão,0.634,"rimar com ouro de tolo, explorando o extrato sonoro","0.8146, 0.7021",canção de Lobão,0.7812,Letra de canção de Lobão,0.3984,"extrato sonoro, termos coloquiais, ouro de tolo, canção de Lobão, canção de Lobão, rimar com ouro de tolo, explorando o extrato sonoro, canção de Lobão, Letra de canção de Lobão"
Linguagens,H13,"Arte brasileira de origem negro-africana, representada pela obra de Rubem Valentim.",646.1,LC,550-650,origem negro-africana,0.9508,"Arte brasileira, origem negro-africana","0.7855, 0.7519","origem negro-africana, Arte brasileira","0.8523, 0.7457",obra de Rubem Valentim,0.8814,Arte brasileira,0.9138,obra de Rubem Valentim,0.8692,"origem negro-africana, Arte brasileira, origem negro-africana, origem negro-africana, Arte brasileira, obra de Rubem Valentim, Arte brasileira, obra de Rubem Valentim"
Linguagens,H28,"Exclusão Digital, como um aprofundamento das diferenças sociais já existentes.",651.9,LC,650-750,"Exclusão Digital, diferenças sociais","0.9242, 0.6118","diferenças sociais, Exclusão Digital","0.6037, 0.3468","diferenças sociais, Exclusão Digital","0.7141, 0.5934","Exclusão Digital, aprofundamento das diferenças sociais","0.8873, 0.8666",Exclusão Digital,0.7341,"aprofundamento das diferenças sociais, Exclusão Digital","0.5944, 0.3344","Exclusão Digital, diferenças sociais, diferenças sociais, Exclusão Digital, diferenças sociais, Exclusão Digital, Exclusão Digital, aprofundamento das diferenças sociais, Exclusão Digital, aprofundamento das diferenças sociais, Exclusão Digital"
Linguagens,H27,"Discurso de Marcos Terena, com o uso da norma padrão para situar os interlocutores em posições simétricas.",663.0,LC,650-750,"norma padrão, Discurso de Marcos Terena","0.9416, 0.324",Marcos Terena,0.8337,"Marcos Terena, norma padrão","0.7836, 0.3154",situar os interlocutores em posições simétricas,0.9464,Discurso de Marcos Terena,0.7482,situar os interlocutores em posições simétricas,0.7666,"norma padrão, Discurso de Marcos Terena, Marcos Terena, Marcos Terena, norma padrão, situar os interlocutores em posições simétricas, Discurso de Marcos Terena, situar os interlocutores em posições simétricas"
Linguagens,H18,"Estruturação do poema de Manuel Bandeira, com destaque para a repetição de sons e de construções sintáticas semelhantes.",668.4,LC,650-750,"repetição de sons, construções sintáticas semelhantes","0.9531, 0.9419",poema de Manuel Bandeira,0.7098,poema de Manuel Bandeira,0.5021,"construções sintáticas semelhantes, repetição de sons","0.9865, 0.9418",poema de Manuel Bandeira,0.9653,Estruturação,0.8973,"repetição de sons, construções sintáticas semelhantes, poema de Manuel Bandeira, poema de Manuel Bandeira, construções sintáticas semelhantes, repetição de sons, poema de Manuel Bandeira, Estruturação"
Linguagens,H9,"Balé ""Parade"" (1917), refletindo as inovações tecnológicas nas partes cênicas, musicais e coreográficas.",672.7,LC,650-750,inovações tecnológicas,0.9705,,,inovações tecnológicas,0.4666,inovações tecnológicas,0.8547,,,refletindo as inovações tecnológicas,0.5288,"inovações tecnológicas, inovações tecnológicas, inovações tecnológicas, refletindo as inovações tecnológicas"
Linguagens,H22,"Variação linguística, com os textos convergindo na existência de delimitações dialetais geográficas pouco marcadas no Brasil.",692.0,LC,650-750,"delimitações dialetais geográficas, Variação linguística","0.9174, 0.5938",Variação linguística,0.9972,Variação linguística,0.9963,delimitações dialetais geográficas,0.7827,,,,,"delimitações dialetais geográficas, Variação linguística, Variação linguística, Variação linguística, delimitações dialetais geográficas"
